p1_solver,opponent_zero_oracle,opponent_value_oracle,opponent_full_solver
zero_oracle,14.628287992528131,8.465074015264937,8.414297078358501
value_oracle,11.422824291138072,7.293700730481323,7.373889357482026
full_solver,13.969134160374345,8.824530653942274,9.360094780806609
