width,player,split,gate_epoch,magnitude_epoch,rmse,active_rmse,inactive_rmse,gate_brier,gate_precision,gate_recall
64,1,validation,296,251,0.21844426,0.3022945,0.041176394,0.20281413,0.6847583643122677,0.6940467219291635
64,1,test,296,251,0.20047238,0.26900092,0.052268513,0.21433622,0.6774658027357812,0.6843636363636364
64,2,validation,293,290,0.12909271,0.17269032,0.046718113,0.20013754,0.7077045274027005,0.6575645756457564
64,2,test,293,290,0.18172216,0.2433022,0.050025433,0.1805344,0.7573587907716786,0.6918604651162791
