action_1,action_2,action_3
0.0003333333333333333,0.9972333333333332,0.0024333333333333334
0.0035000000000000014,0.003000000000000002,0.9935
0.002266666666666667,0.002766666666666667,0.9949666666666666
0.9872666666666667,0.0002666666666666667,0.012466666666666668
0.9949,0.0027000000000000006,0.0024000000000000007
0.0041333333333333335,0.0005333333333333334,0.9953333333333334
0.9984666666666668,6.666666666666667e-5,0.001466666666666667
0.010199999999999992,0.9838,0.005999999999999992
0.0008666666666666666,0.0012666666666666666,0.9978666666666666
0.9932666666666667,0.004666666666666667,0.0020666666666666667
0.9946,0.003999999999999999,0.0013999999999999996
0.9969333333333332,0.0027333333333333333,0.0003333333333333333
0.0009333333333333334,0.0035333333333333336,0.9955333333333334
0.9954,0.0015999999999999992,0.002999999999999999
0.9976666666666668,0.0020666666666666667,0.0002666666666666667
0.9941333333333332,0.0025333333333333336,0.0033333333333333335
0.9932666666666667,0.005066666666666666,0.0016666666666666663
0.9954666666666668,0.0010666666666666667,0.003466666666666667
0.0013999999999999998,0.0009999999999999998,0.9976
0.9938,0.0028000000000000013,0.0034000000000000015
0.9969333333333332,0.0003333333333333333,0.0027333333333333333
0.0028,0.0008,0.9964
0.0033,0.0011999999999999997,0.9955
0.9924666666666668,0.004466666666666668,0.0030666666666666685
0.9953666666666667,0.0029666666666666665,0.0016666666666666663
0.003266666666666668,0.005666666666666668,0.9910666666666667
0.003333333333333335,0.005933333333333335,0.9907333333333334
0.0002666666666666667,0.9978666666666668,0.0018666666666666669
0.0006,0.9981,0.0013
0.9941333333333332,0.002133333333333333,0.003733333333333333
0.0020666666666666663,0.0023666666666666662,0.9955666666666666
0.0009999999999999998,0.9976,0.0013999999999999998
0.0010333333333333332,0.9986333333333333,0.0003333333333333333
0.0007666666666666666,0.0002666666666666666,0.9989666666666666
0.9984333333333332,0.0014333333333333331,0.0001333333333333333
0.0013999999999999996,0.0021999999999999993,0.9964
0.9916333333333333,0.004233333333333332,0.004133333333333332
0.004199999999999999,0.004799999999999999,0.991
0.005133333333333329,0.00533333333333333,0.9895333333333334
0.5676303872126015,0.0007999999999999669,0.43156961278739836
0.0003333333333333334,0.0027333333333333337,0.9969333333333333
0.0004666666666666667,0.9992666666666667,0.0002666666666666667
0.9965666666666668,0.0002666666666666667,0.003166666666666667
0.9933,0.0059,0.0008
0.0007333333333333333,0.9987333333333333,0.0005333333333333333
0.564260574568951,0.0006000000000000053,0.4351394254310491
0.9951333333333332,0.003133333333333333,0.0017333333333333328
0.9959,0.0008,0.0033
0.0008,0.0006,0.9986
0.002600000000000001,0.0034000000000000015,0.994
0.9912333333333332,0.004133333333333332,0.004633333333333332
0.00013333333333333334,0.0030333333333333336,0.9968333333333333
6.666666666666666e-5,0.0002666666666666666,0.9996666666666666
0.006033333333333334,0.0011333333333333332,0.9928333333333333
0.0015999999999999992,0.9936,0.0048
0.9964666666666668,0.0012666666666666664,0.002266666666666667
0.0016666666666666661,0.003066666666666666,0.9952666666666666
0.996,0.0032,0.0008
0.9982666666666667,0.0012666666666666668,0.0004666666666666667
0.0018666666666666669,0.9961666666666668,0.001966666666666667
0.0010666666666666665,0.0022666666666666664,0.9966666666666666
0.00836666666666666,0.005866666666666659,0.9857666666666666
0.9950666666666668,0.0006666666666666666,0.004266666666666667
0.7211405107210459,0.0006666666666666611,0.27819282261228734
0.0008,0.999,0.0002
0.9883,0.006899999999999997,0.004799999999999996
0.9945333333333332,0.003733333333333333,0.0017333333333333328
0.9992666666666667,6.666666666666667e-5,0.0006666666666666668
0.0002,0.0021,0.9977
0.005866666666666659,0.00666666666666666,0.9874666666666666
0.9955,0.0002,0.0043
0.9953,0.0025000000000000005,0.0022000000000000006
0.6732613183085656,0.0025333333333332534,0.3242053483581013
0.631999775272437,0.003200000000000017,0.364800224727563
0.0003666666666666667,0.9995666666666668,6.666666666666667e-5
0.0038333333333333344,0.0027333333333333346,0.9934333333333334
0.9900666666666668,0.0046666666666666645,0.005266666666666664
0.9972666666666667,0.002266666666666667,0.0004666666666666667
0.7875149331001152,0.001000000000000089,0.2114850668998846
0.9955333333333332,0.002533333333333333,0.0019333333333333331
0.9968333333333332,0.0001333333333333333,0.003033333333333333
0.9952666666666667,0.004066666666666667,0.0006666666666666666
0.0007333333333333332,0.9923333333333332,0.006933333333333333
0.9973,0.0014999999999999996,0.0011999999999999997
0.9964333333333332,0.002233333333333333,0.0013333333333333329
0.5147280293237902,0.00026666666666666364,0.4850053040095431
0.9981,0.0013,0.0006
0.0033666666666666662,0.0010666666666666665,0.9955666666666666
0.9980666666666668,0.0006666666666666666,0.0012666666666666668
0.0032333333333333333,0.0017333333333333333,0.9950333333333334
0.0013333333333333329,0.9956333333333333,0.0030333333333333328
0.9840333333333332,0.0013333333333333329,0.014633333333333332
0.9919,0.003000000000000002,0.005100000000000001
0.001133333333333333,0.9971333333333332,0.0017333333333333328
0.0008,0.0006,0.9986
0.4400615837237605,0.0022000000000000903,0.5577384162762394
0.0011,0.0006,0.9983
0.9972333333333332,0.0003333333333333333,0.0024333333333333334
0.8160766576534965,0.0013333333333332782,0.18259000901317024
0.9947333333333332,0.003933333333333333,0.0013333333333333329
