style,trial,seed,iterations,max_depth,br_depth,epsilon,backup,n_states,n_expanded,root_visits,search_value,policy_value,p1_value_vs_p2_br,p2_value_vs_p1_br,exploitability_gap,root_regret_l2,root_strategy_entropy,elapsed_seconds
smoos,1,20001,5000,5,5,0.3,sample,5681,2380,5000,-0.0048541364942238235,-0.0048541364942238235,-0.09057745378555043,-0.0,0.09057745378555043,0.5759544183372527,0.3976591304285983,0.012999125
smoos,2,20002,5000,5,5,0.3,sample,5498,2250,5000,-0.0004504246943250319,-0.0004504246943250319,-0.04017225300194673,-0.0,0.04017225300194673,0.6926813175584159,0.0915706976897033,0.013453417
smoos,3,20003,5000,5,5,0.3,sample,5759,2280,5000,-0.002895311547979095,-0.002895311547979095,-0.04741753677824214,-0.0,0.04741753677824214,4.476403531062321,0.10512900203495656,0.013282834
smoos,4,20004,5000,5,5,0.3,sample,5566,2287,5000,-0.00031844505469812775,-0.00031844505469812775,-0.014616927179166074,-0.0,0.014616927179166074,1.9814521226903186,0.12352033713505811,0.013378292
smoos,5,20005,5000,5,5,0.3,sample,5513,2136,5000,-0.00039543401424394967,-0.00039543401424394967,-0.005207806310447862,-0.0,0.005207806310447862,0.8331673877380732,0.15905155847383193,0.013156916
smoos,6,20006,5000,5,5,0.3,sample,5473,2188,5000,-0.001028113027476199,-0.001028113027476199,-0.040072367645097924,-0.0,0.040072367645097924,14.231535303584286,0.08345656790382222,0.012779917
smoos,7,20007,5000,5,5,0.3,sample,5903,2359,5000,-0.0026769866299223466,-0.0026769866299223466,-0.057063306516050655,-0.0,0.057063306516050655,0.5254778965232397,0.16101010126469711,0.012941667
smoos,8,20008,5000,5,5,0.3,sample,5759,2425,5000,-0.006508274646106644,-0.006508274646106644,-0.14058802777380608,-0.0,0.14058802777380608,0.6993743853041758,0.4611817911675785,0.013248375
smoos,9,20009,5000,5,5,0.3,sample,6155,2470,5000,-0.0008679599609318182,-0.0008679599609318182,-0.029737043268487192,-0.0,0.029737043268487192,1.1002797912409918,0.41410047958643487,0.013056708
smoos,10,20010,5000,5,5,0.3,sample,5752,2272,5000,-0.00042877106244188596,-0.00042877106244188596,-0.008675320921419382,-0.0,0.008675320921419382,1.3125087477935342,0.27901032225398315,0.028576208
smoos,11,20011,5000,5,5,0.3,sample,5919,2311,5000,-0.0015823641834452507,-0.0015823641834452507,-0.03056237940513593,-0.0,0.03056237940513593,1.3957030589175268,0.07457297251877891,0.014849875
smoos,12,20012,5000,5,5,0.3,sample,5661,2278,5000,-0.0014680701212692842,-0.0014680701212692842,-0.01362587466473838,-0.0,0.01362587466473838,1.4285627258182818,0.16128247740427304,0.01335175
smoos,13,20013,5000,5,5,0.3,sample,5507,2215,5000,-0.00022388579072494847,-0.00022388579072494847,-0.04029158014733731,-0.0,0.04029158014733731,1.1002797912409918,0.11654113039628011,0.013534791
smoos,14,20014,5000,5,5,0.3,sample,5879,2365,5000,-0.0011779387822939715,-0.0011779387822939715,-0.025963715712831823,-0.0,0.025963715712831823,1.9326191360832108,0.3084998564071446,0.013324
smoos,15,20015,5000,5,5,0.3,sample,6044,2301,5000,-0.005963243390946932,-0.005963243390946932,-0.02136456383401048,-0.0,0.02136456383401048,1.348329761103615,0.10173726340452742,0.03832125
smoos,16,20016,5000,5,5,0.3,sample,5662,2257,5000,-0.0005897076915601612,-0.0005897076915601612,-0.01266028132765053,-0.0,0.01266028132765053,1.1720226776138771,0.24438256866765082,0.013648791
smoos,17,20017,5000,5,5,0.3,sample,5341,2115,5000,-0.00016811798181262086,-0.00016811798181262086,-0.06433120328668657,-0.0,0.06433120328668657,0.7895628224362845,0.07930151383214817,0.292831792
smoos,18,20018,5000,5,5,0.3,sample,5441,2174,5000,-0.00013768797894806933,-0.00013768797894806933,-0.0068961585141710385,-0.0,0.0068961585141710385,1.0422842869528561,0.06982643125536318,0.01316325
smoos,19,20019,5000,5,5,0.3,sample,5366,2130,5000,-0.0001832718927522015,-0.0001832718927522015,-0.040196387417081474,-0.0,0.040196387417081474,0.5939711051161687,0.07811216291992021,0.013772667
smoos,20,20020,5000,5,5,0.3,sample,5435,2155,5000,-0.000125019821660132,-0.000125019821660132,-0.005851261020164545,-0.0,0.005851261020164545,0.8379263846006708,0.13184447582313005,0.012936375
