iteration,checkpoint,state_mode,samples,root_samples,tree_queries,max_depth,sim_depth,search_epsilon,action_epsilon,backup,value_target,prior_scale,mean_value_prediction,mean_search_backup,residual_mean,residual_stderr,residual_l1,residual_l2,residual_linf,residual_abs_median,residual_abs_p90,residual_abs_p95,root_residual_mean,root_residual_l1,root_residual_l2,root_residual_linf,mean_search_seconds,total_search_seconds
100,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0100.jld2,on_policy,256,11,500,5,50,0.27143764413411264,0.27143764413411264,mean,search,0.0,7.42448701011017,7.0141627067506835,-0.4103243033594853,0.28032657397025285,2.7829159129895795,4.4952227967890375,21.797538831576244,1.595621138328507,6.705084840271446,9.981740790082327,1.1718569274382087,2.279065707980806,3.4775430872190136,9.98409923063215,0.05720397364348173,14.644217252731323
110,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0110.jld2,on_policy,256,9,500,5,50,0.26873544987117387,0.26873544987117387,mean,search,0.0,8.801592278061435,9.148133522872714,0.346541244811279,0.2419337832302896,2.5040267076780203,3.878883792887606,20.162791402701046,1.4763665654578144,5.825214294190983,10.04308862290559,1.0897752946326342,1.6001555961788172,1.8018613368884038,3.6199881997757437,0.05654815770685673,14.476328372955322
120,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0120.jld2,on_policy,256,8,500,5,50,0.26606015627581914,0.26606015627581914,mean,search,0.0,10.588693588040769,11.637084020882854,1.0483904328420837,0.3410034506917926,3.4701355031595855,5.545392466951354,24.21764510156717,1.6355158386754811,8.153458663511177,14.00245619544599,0.3653195654297373,1.246411011349065,1.583629062238433,3.546673267351366,0.057549272663891315,14.732613801956177
130,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0130.jld2,on_policy,256,7,500,5,50,0.2634114955486802,0.2634114955486802,mean,search,0.0,8.898688696790487,9.747603886933152,0.8489151901426664,0.3293934325075334,3.143362714284734,5.328054571015971,27.25843463897705,1.4924296168981668,7.0662914993627854,12.586562788604857,1.3869115034882433,2.405432152127566,3.1395411248191127,6.233175615187232,0.0594638716429472,15.222751140594482
140,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0140.jld2,on_policy,256,7,500,5,50,0.26078920255636373,0.26078920255636373,mean,search,0.0,11.153178283944726,12.362309795644288,1.2091315116995616,0.2687209835057421,2.7428509947897974,4.458227853255107,20.868639417091785,1.3372956303881645,7.404882070400812,8.898249725469253,-0.23143591150501772,1.437620427664618,1.7874784410791418,3.60453301687334,0.06133553385734558,15.701896667480469
150,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0150.jld2,on_policy,256,6,500,5,50,0.25819301480491086,0.25819301480491086,mean,search,0.0,10.083906466607004,12.487130757380294,2.403224290773287,0.4289683475605299,4.174367866358515,7.259408860920408,24.645859996047292,1.544376731502806,13.063363186083755,20.256348469692405,0.26918754408301665,1.3877975657930086,1.9217255343227462,4.317575596401291,0.05898253619670868,15.099529266357422
160,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0160.jld2,on_policy,256,9,500,5,50,0.2556226724135217,0.2556226724135217,mean,search,0.0,10.89041236974299,10.918905234683427,0.028492864940441485,0.3759236112383026,3.135237422423758,6.003086291433462,30.497889629364014,1.1419896462823949,7.250049662644227,14.940281433343888,2.1895155761978478,2.937760744331307,5.567053883890301,15.44947478789075,0.05547663755714893,14.202019214630127
170,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0170.jld2,on_policy,256,9,500,5,50,0.25307791808854085,0.25307791808854085,mean,search,0.0,9.837914754636586,9.614951825870184,-0.2229629287663982,0.3007979455276258,2.8256525468401525,4.808529972474167,25.113710580825806,1.4243385899933312,6.288599581388283,10.581824510288165,3.097901140702518,3.443645232787955,5.211025842095101,12.917737070626359,0.05797863472253084,14.842530488967896
180,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0180.jld2,on_policy,256,10,500,5,50,0.25055849709770184,0.25055849709770184,mean,search,0.0,13.12343874014914,13.115769647577858,-0.007669092571283009,0.23252533927174412,2.2539115655668147,3.7131398213450013,17.512199551582334,1.1046097510490478,5.9726023104594015,7.670479211926333,1.571197009976173,2.8315674378597846,4.888214650367265,13.593264283334179,0.05258653126657009,13.462152004241943
190,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0190.jld2,on_policy,256,6,500,5,50,0.2480641572446288,0.2480641572446288,mean,search,0.0,15.77966301329434,17.93313446404802,2.1534714507536834,0.3596212020393354,3.5181551898146073,6.133182581094939,24.577707254969688,1.6476552866613847,8.56953476411628,15.944005211734508,0.0100158588399936,0.8906244766665846,1.060349476604468,1.5717473093996617,0.05807948671281338,14.868348598480225
200,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0200.jld2,on_policy,256,12,500,5,50,0.24559464884359067,0.24559464884359067,mean,search,0.0,10.757594419643283,9.80131816339494,-0.956276256248344,0.25931200823337,2.332374607080434,4.249865559031285,34.75112301254272,1.5539532515009737,3.8388616050089794,5.49571251541756,0.3447813398422123,1.4845066093052692,2.1786142902578653,5.7154936212863525,0.05755771417170763,14.734774827957153
210,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0210.jld2,on_policy,256,11,500,5,50,0.24314972469450788,0.24314972469450788,mean,search,0.0,12.190238118171692,11.97009742306226,-0.2201406951094314,0.30438465699495026,2.9798011533714734,4.865615775644057,24.312910898669372,1.847827119351595,5.602601332492714,12.838796589273375,-0.0026108105849259097,2.431024100452687,2.711042406560818,4.183955282411507,0.05381788872182369,13.777379512786865
220,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0220.jld2,on_policy,256,12,500,5,50,0.2407291400582073,0.2407291400582073,mean,search,0.0,9.810977128334343,8.730594764529684,-1.0803823638046572,0.2975049636442528,3.0183462665395884,4.87207070117286,29.3715002735394,1.9342471137017503,5.5835883750416,9.819652228670014,1.6004546354795472,2.7000692020437604,3.6819607661678195,9.065059365005872,0.05093861185014248,13.040284633636475
230,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0230.jld2,on_policy,256,9,500,5,50,0.23833265263192355,0.23833265263192355,mean,search,0.0,9.16766088316217,9.094280547432296,-0.07338033572987461,0.2394499019886186,2.5299126544823185,3.824412352515532,27.44008888244629,2.0110348946918726,4.373018907960862,6.026338882172681,0.045461219810401264,1.1325602677622264,1.4917666508022005,2.981352179076344,0.051883991807699203,13.282301902770996
240,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0240.jld2,on_policy,256,10,500,5,50,0.2359600225250443,0.2359600225250443,mean,search,0.0,7.134091958403587,6.806634041650812,-0.3274579167527736,0.2604982354619218,2.494329886871905,4.172691938105622,20.504663363165413,1.6330730584575497,4.948205885106261,10.533042109687166,1.4686684070109224,2.964381382767816,3.763630891708553,7.692963657892555,0.055556753650307655,14.22252893447876
250,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0250.jld2,on_policy,256,7,500,5,50,0.23361101223509695,0.23361101223509695,mean,search,0.0,10.958463918883353,12.05003779477231,1.091573875888956,0.3114858894661615,3.212509415337845,5.092397829837856,24.254202825921034,1.6280315770613374,8.334386143998803,12.09596436329377,0.8934948049722633,3.266590260735523,4.21794934029191,8.618337639141703,0.05388087499886751,13.793503999710083
260,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0260.jld2,on_policy,256,9,500,5,50,0.2312853866239746,0.2312853866239746,mean,search,0.0,5.7671122495085,5.4228627529733195,-0.34424949653517956,0.1515135912223442,1.5833776530858112,2.4438456659050884,16.3856643743515,1.1243647249706517,2.96733436952307,4.1914435252992295,0.3409354407027384,1.0465231405989528,1.2624829683399692,2.877434965285012,0.05094912461936474,13.042975902557373
270,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0270.jld2,on_policy,256,10,500,5,50,0.22898291289439823,0.22898291289439823,mean,search,0.0,5.257166267372668,4.793687289367997,-0.4634789780046685,0.19449165910802604,1.8351981586979054,3.1401750199651883,16.2727367477417,1.2041432278089559,3.1162670132372425,5.120980365684183,0.4420409565841399,1.7421452465681349,1.9740133986193593,3.386121277338855,0.05392498429864645,13.804795980453491
280,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0280.jld2,on_policy,256,10,500,5,50,0.22670336056661372,0.22670336056661372,mean,search,0.0,9.297810687683523,9.601654680570226,0.30384399288670316,0.3089967458163745,2.8642925454948402,4.943628560876735,23.48184563050357,1.218722663204644,7.946834034210392,13.024428303203152,0.5644572746430594,2.071628092388119,3.0397169499487253,8.125383068591908,0.0561091061681509,14.36393117904663
290,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0290.jld2,on_policy,256,12,500,5,50,0.22444650145532044,0.22444650145532044,mean,search,0.0,6.948355535976589,6.5517422801860645,-0.39661325579052376,0.19978718116992292,1.8626923292881286,3.214903747147615,16.17225299835205,1.106660742869844,4.815355906829907,6.461497477010967,-0.06353092345221138,0.8441115529843642,1.2308747107764144,3.315625757985112,0.05128700193017721,13.129472494125366
300,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0300.jld2,on_policy,256,10,500,5,50,0.22221210964682978,0.22221210964682978,mean,search,0.0,7.729353806003928,8.128855795502611,0.3995019894986871,0.2878126905306813,2.605337243486238,4.613330550848637,23.197760845184327,1.0762956024441381,7.732724918057375,12.125597106254865,1.2382914263747278,2.214863268589634,5.337619554116441,16.7422757812192,0.05052850767970085,12.935297966003418
310,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0310.jld2,on_policy,256,9,500,5,50,0.21999996147645098,0.21999996147645098,mean,search,0.0,11.560268936213106,12.33325381511987,0.7729848789067612,0.3945582298133185,3.9250888710062104,6.347829218318689,31.45308866882324,2.0039454235951997,9.185149253338562,15.17886233030524,0.408199523666952,0.9868877481489456,1.287014917564213,3.008086390355942,0.05118153151124716,13.102472066879272
320,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0320.jld2,on_policy,256,9,500,5,50,0.2178098355061022,0.2178098355061022,mean,search,0.0,5.718497805763036,5.715211072472443,-0.0032867332905941165,0.20282241558935435,1.7544247543729525,3.2388159148550604,16.901848810870703,0.7997771058501453,4.787607599378588,7.924785350799738,0.4103719318560256,0.7483971917163748,1.0430434109841704,2.610970152764313,0.048051780089735985,12.301255702972412
330,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0330.jld2,on_policy,256,11,500,5,50,0.2156415125021439,0.2156415125021439,mean,search,0.0,5.983275427017361,5.311584514855492,-0.6716909121618688,0.20440194487281804,1.9164814684544738,3.332432778581952,16.66659314727783,0.9316258764026244,4.494202783845338,6.953955854535531,0.6052571625733405,1.608769312891976,2.186058517695532,5.716208001213765,0.05207447987049818,13.331066846847534
340,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0340.jld2,on_policy,256,8,500,5,50,0.21349477541343395,0.21349477541343395,mean,search,0.0,11.268832634203136,12.441035661122703,1.1722030269195642,0.35799705623546774,3.3305019588317175,5.835695542606797,28.229413714987864,1.2847344913227685,9.341621622626308,14.366519827334608,0.5226374440215049,0.8025762501587048,1.0667748529728456,2.548277550240986,0.053011033684015274,13.57082462310791
350,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0350.jld2,on_policy,256,8,500,5,50,0.2113694093496003,0.2113694093496003,mean,search,0.0,7.073170688934624,6.798973047014574,-0.27419764192005097,0.2466028066558225,2.1283552977749776,3.9474656592197737,22.83171222114563,0.9216757258358261,5.645868397057374,9.758938508965068,1.588510875101471,2.132203140350753,3.573307487375449,8.7308631690907,0.053513132967054844,13.69936203956604
360,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0360.jld2,on_policy,256,13,500,5,50,0.20926520155953027,0.20926520155953027,mean,search,0.0,6.664876924827695,6.533362174731578,-0.13151475009611585,0.23114614498572209,2.0382026138414293,3.693450137289221,18.089260609487262,0.7713534508799171,5.829474534205874,8.175242837245596,-0.5440072419529708,1.5172629916461113,1.927674839786488,3.9606053278816695,0.05068771354854107,12.976054668426514
370,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0370.jld2,on_policy,256,9,500,5,50,0.20718194141007398,0.20718194141007398,mean,search,0.0,7.931400740053505,7.808478057098484,-0.12292268295501968,0.29229809173443233,2.50089167258217,4.669244528405047,26.29222555923462,0.8266414010960139,6.7104962689650245,12.12239859139037,1.857711755846963,1.9304109456821454,2.899531318430544,6.313453511372437,0.050024974159896374,12.806393384933472
380,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0380.jld2,on_policy,256,8,500,5,50,0.20511942036495975,0.20511942036495975,mean,search,0.0,5.6884918585419655,5.821319966927029,0.1328281083850646,0.22814849370989762,1.519449434348788,3.645659854924953,28.144613926331587,0.4455732416241234,3.260803951610254,6.161520715191098,0.6325916681654,0.9092775609700992,1.3641193696462754,3.1584209463386763,0.055225967429578304,14.137847661972046
390,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0390.jld2,on_policy,256,7,500,5,50,0.20307743196391956,0.20307743196391956,mean,search,0.0,6.503800544887781,6.921485298327783,0.41768475344000133,0.23412474950842613,1.6942527865758277,3.761931967488776,18.69667751903114,0.5026149041914025,4.503122851001923,8.471063318510103,2.093170974671739,2.4843055523076747,5.404446280243273,14.215185936444925,0.049094269052147865,12.568132877349854
400,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0400.jld2,on_policy,256,7,500,5,50,0.20105577180202203,0.20105577180202203,mean,search,0.0,5.884481432847679,6.400840333246282,0.5163589003986028,0.24823473825061926,1.8545360636415844,3.997480488880588,20.199458790586775,0.4677567467330974,6.23038192186311,10.592575472884779,-0.2617772506087309,0.34922154602603017,0.45546770852855123,1.0108546474150701,0.05870584584772587,15.028696537017822
410,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0410.jld2,on_policy,256,10,500,5,50,0.1990542375092114,0.1990542375092114,mean,search,0.0,6.196047443896532,6.049237500362556,-0.1468099435339753,0.21129396618408255,1.6110983755743071,3.377286469445479,18.538398027420044,0.5065056088579163,4.188111579187958,6.804466965894305,1.5812780257455104,1.7969034479932353,2.906116543368652,6.350288098776744,0.0506250848993659,12.960021734237671
420,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0420.jld2,on_policy,256,8,500,5,50,0.19707262873004994,0.19707262873004994,mean,search,0.0,7.92915693577379,8.900194860317272,0.9710379245434823,0.2781315521022413,2.4858476579085975,4.546316148375094,21.98631362301751,0.5296967057421442,7.989157643016908,10.960862387495913,0.801378001396511,1.909546612049895,3.3282130630879365,8.898765266017936,0.05496036261320114,14.069852828979492
430,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0430.jld2,on_policy,256,10,500,5,50,0.1951107471036625,0.1951107471036625,mean,search,0.0,7.0475916769355536,6.925461816108259,-0.12212986082729468,0.22558903101562308,1.6717426720573032,3.604437610241086,20.365639274597168,0.45626236244563034,4.292552463180428,8.780144549059745,3.6585649343518876,3.990195917108141,6.351934871553164,12.839833560175624,0.054220045916736126,13.880331754684448
440,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0440.jld2,on_policy,256,8,500,5,50,0.19316839624388,0.19316839624388,mean,search,0.0,4.861466011963785,4.73671256273856,-0.12475344922522595,0.1493243538286799,1.0136809817452939,2.38777990985634,14.303440949440002,0.3237094792922748,2.3496393914903644,4.714771602019606,-0.26438479572407214,0.6401071765556655,0.7995412278717143,1.2502421585108583,0.05520733818411827,14.133078575134277
450,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0450.jld2,on_policy,256,9,500,5,50,0.19124538171958133,0.19124538171958133,mean,search,0.0,7.526763330213726,7.892544191930459,0.3657808617167342,0.21451074707933004,1.8521871122895808,3.444936152527935,17.6230846862793,0.7015927739216345,6.1215496804714205,8.024566505692766,1.460311080020313,1.9308731449583492,3.1151826907017877,7.310452429212216,0.052876995876431465,13.536510944366455
460,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0460.jld2,on_policy,256,6,500,5,50,0.18934151103523048,0.18934151103523048,mean,search,0.0,8.589893597178161,9.259233168070695,0.6693395708925302,0.14768195031437617,1.4868622431246477,2.451439345684562,10.995132194539053,0.77368119070143,3.666584654180441,5.493306336753629,3.3457887682981813,3.4997796216943757,5.322095262841629,10.592702056935018,0.056962545961141586,14.582411766052246
470,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0470.jld2,on_policy,256,7,500,5,50,0.18745659361160744,0.18745659361160744,mean,search,0.0,7.11151419300586,7.8890874689312485,0.777573275925389,0.27001868644822297,2.1025765230908644,4.381403132832608,33.21926076425414,0.6778486442519207,6.1410124414496785,8.809703962128012,-0.5457134328549628,0.5583025436716422,0.790373332489584,1.7778412461108637,0.056478820741176605,14.458578109741211
480,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0480.jld2,on_policy,256,10,500,5,50,0.1855904407667314,0.1855904407667314,mean,search,0.0,8.768161207437515,9.164714098021932,0.3965528905844172,0.2261334312148432,2.085187563170848,3.632770019812072,17.028441379821572,0.7877037111405305,6.196078935645614,8.786049682446107,2.285997816364471,3.41176469326888,5.200868629065922,12.914434043226471,0.050560212694108486,12.943414449691772
490,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0490.jld2,on_policy,256,7,500,5,50,0.18374286569697293,0.18374286569697293,mean,search,0.0,6.905966146849096,7.37799577968756,0.47202963283846516,0.17761587944751694,1.5745039927832771,2.875308528734944,12.922599349021912,0.6244815012772227,4.486250172102072,6.396298275083084,-0.00346625853900446,0.4857205270733586,0.5867792403718959,0.9407693404718298,0.05130679439753294,13.134539365768433
500,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0500.jld2,on_policy,256,8,500,5,50,0.18191368345835543,0.18191368345835543,mean,search,0.0,5.818199262954295,5.839147704763552,0.020948441809256868,0.15693962187755636,1.0843061469018467,2.5062123394790747,17.1058269405365,0.3564755974627054,2.370428454703558,4.978552902305554,-0.08976635818599266,0.3813607740081122,0.5460230864589476,1.1077666930570214,0.048249801620841026,12.351949214935303
510,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0510.jld2,on_policy,256,7,500,5,50,0.18010271094804153,0.18010271094804153,mean,search,0.0,6.2198774088174105,5.814123068061777,-0.40575434075563255,0.22342623606414544,1.2029723309979867,3.5908291159979764,29.93051849746704,0.3309392681971024,1.7602184833560122,4.777580916567981,-0.0661905529109187,0.2730010883189052,0.30370882139522265,0.5535284540199861,0.04863776918500662,12.451268911361694
520,/home/tbecker/code/MatrixAlphaZero.jl/experiments/sda/sda-2026-07-21/models_rm_plus_no_transfer_train_mean_leo/oracle0520.jld2,on_policy,256,9,500,5,50,0.17830976688600467,0.17830976688600467,mean,search,0.0,9.944316393695772,10.55311553023898,0.608799136543209,0.29938946981235837,2.4294422866381993,4.819473033481942,24.55464493289395,0.5413991586003295,6.532828467594396,12.9221603427456,4.532110155769335,4.712193488297734,7.465249779641941,18.68869945827845,0.04839805327355862,12.389901638031006
