method,corruption,online_updates,prior_mass,trials,exploitability_mean,exploitability_stderr,exploitability_p90,paired_improvement_mean,paired_improvement_stderr,paired_win_rate
vanilla,0.25,64,64.0,100,0.2370010313539029,0.0031559723822742977,0.27047783498355443,0.013044877955131913,0.0066339342919885524,0.54
vanilla,0.25,64,256.0,100,0.16799372682371647,0.0004903840140623356,0.1745854884527782,0.08205218248531834,0.006343280177631802,0.96
vanilla,0.25,64,1024.0,100,0.16849337748622722,0.00013493578983983528,0.17016500894588166,0.08155253182280761,0.006344327683694216,0.95
vanilla,0.25,64,4096.0,100,0.20181265901595277,9.598300817463687e-6,0.201871072215303,0.048233250293082,0.006315197942340964,0.76
vanilla,0.5,4,0.0,100,0.6067276195405562,0.010570236304360641,0.744443135980723,0.0,0.0,0.0
vanilla,0.5,4,1.0,100,0.7097202578287417,0.00417947163235218,0.7621889332324036,-0.10299263828818539,0.010541518420588442,0.17
vanilla,0.5,4,4.0,100,0.4267754380944553,0.004928384933526977,0.4997832893998341,0.1799521814461009,0.01063106730106954,0.98
vanilla,0.5,4,16.0,100,0.2767998394294281,0.0008310961226420894,0.2905282502697166,0.3299277801111281,0.010427933875826897,1.0
vanilla,0.5,4,64.0,100,0.3774230117246196,2.9207034974866516e-5,0.37784169676031326,0.22930460781593662,0.010563763484758562,1.0
vanilla,0.5,4,256.0,100,0.4272254455583066,4.825442268827004e-6,0.4272793939406632,0.1795021739822496,0.010569498705813325,0.95
vanilla,0.5,4,1024.0,100,0.4405948908179931,7.009836001321714e-7,0.4406037086609451,0.1661327287225631,0.01057008340012423,0.95
vanilla,0.5,4,4096.0,100,0.44398686717855684,4.5111549587519693e-8,0.4439873921343764,0.16274075236199947,0.010570224378840828,0.95
vanilla,0.5,16,0.0,100,0.428157145358121,0.0095989206400056,0.5415729431066814,0.0,0.0,0.0
vanilla,0.5,16,1.0,100,0.7757765021096334,0.008784091393600948,0.9104032830339264,-0.34761935675151245,0.010973265988552918,0.0
vanilla,0.5,16,4.0,100,0.6833431940402059,0.0049753046923017245,0.7427609610012362,-0.25518604868208494,0.009526730586939836,0.01
vanilla,0.5,16,16.0,100,0.40233708004981866,0.001730028019535243,0.4244222285500471,0.02582006530830237,0.009280008307667545,0.61
vanilla,0.5,16,64.0,100,0.26650179307836064,0.00032001064407463886,0.2707400786262198,0.16165535227976033,0.009535381177234202,0.96
vanilla,0.5,16,256.0,100,0.3764767019656549,4.112024368675124e-5,0.37683697636023905,0.05168044339246612,0.00959436684831037,0.72
vanilla,0.5,16,1024.0,100,0.4269900542877586,6.99202168615068e-6,0.4270880331902091,0.001167091070362386,0.009599614908462758,0.44
vanilla,0.5,16,4096.0,100,0.440564203295452,9.470386927789804e-7,0.44057698029302145,-0.012407057937330917,0.009599029486368083,0.41
vanilla,0.5,64,0.0,100,0.2500459093090348,0.006313630044196915,0.3385377881515946,0.0,0.0,0.0
vanilla,0.5,64,1.0,100,0.30210320025099635,0.004048317944989855,0.35299956450955416,-0.05205729094196153,0.007794131972960336,0.23
vanilla,0.5,64,4.0,100,0.46464752802551756,0.0047796250009846,0.5234648034061049,-0.2146016187164828,0.007603309790916515,0.01
vanilla,0.5,64,16.0,100,0.5311540310785378,0.004453499515647887,0.5967156147338503,-0.281108121769503,0.007493104697231072,0.0
vanilla,0.5,64,64.0,100,0.3878393086691079,0.002527312536454172,0.4192096914210216,-0.13779339936007304,0.006846610633200465,0.03
vanilla,0.5,64,256.0,100,0.2937307094517542,0.0006082234481868413,0.3005401611016377,-0.043684800142719415,0.00624822277742128,0.2
vanilla,0.5,64,1024.0,100,0.3772014034630514,6.972411239906705e-5,0.3782641324582581,-0.12715549415401667,0.006301697197195954,0.04
vanilla,0.5,64,4096.0,100,0.42680215868307736,3.4491317052554442e-6,0.4268442728647022,-0.17675624937404258,0.006313865830214196,0.01
vanilla,0.75,4,0.0,100,0.6067276195405562,0.010570236304360641,0.744443135980723,0.0,0.0,0.0
vanilla,0.75,4,1.0,100,0.6144640351406704,0.010546598860943675,0.7877533148603151,-0.00773641560011413,0.014341856200023578,0.48
vanilla,0.75,4,4.0,100,0.45560259876386583,0.0055424932938322145,0.5286963837023047,0.15112502077669046,0.011311386975571528,0.9
vanilla,0.75,4,16.0,100,0.4450406632742138,0.0003729700605763854,0.4498727536864427,0.16168695626634244,0.01051135231540937,0.94
vanilla,0.75,4,64.0,100,0.6034929527612318,7.255201586284522e-5,0.6047611460647856,0.003234666779324558,0.010560113144684757,0.54
vanilla,0.75,4,256.0,100,0.6651436151246785,4.911828781204652e-6,0.6652125828181542,-0.058415995584122304,0.01056957689007718,0.27
vanilla,0.75,4,1024.0,100,0.6823472750595622,2.994447579262162e-7,0.682351178480751,-0.07561965551900576,0.010570195695440824,0.23
vanilla,0.75,4,4096.0,100,0.686715887294412,3.559671153890922e-8,0.6867163656346433,-0.07998826775385576,0.010570230635879887,0.22
vanilla,0.75,16,0.0,100,0.428157145358121,0.0095989206400056,0.5415729431066814,0.0,0.0,0.0
vanilla,0.75,16,1.0,100,0.5642541330959008,0.007562406859435088,0.6551529351845128,-0.13609698773777967,0.011400690102221727,0.09
vanilla,0.75,16,4.0,100,0.4281855405296284,0.004242030075113671,0.4907183534093824,-2.8395171507357153e-5,0.009639465318347652,0.47
vanilla,0.75,16,16.0,100,0.36445553690825266,0.0016939978711887735,0.38937172024366246,0.06370160844986829,0.00967022447684156,0.8
vanilla,0.75,16,64.0,100,0.4428439506391356,0.00041802176287391614,0.4475024270445003,-0.01468680528101468,0.009586525602481931,0.42
vanilla,0.75,16,256.0,100,0.6035624557474956,8.15673386340349e-5,0.6047820332137277,-0.17540531038937462,0.009607718645548767,0.05
vanilla,0.75,16,1024.0,100,0.6651131452261094,1.2490010314274317e-5,0.6652514868043023,-0.23695599986798854,0.00959819507758178,0.01
vanilla,0.75,16,4096.0,100,0.6823400963311346,7.410378283673611e-7,0.6823453264909176,-0.2541829509730135,0.009598822810678512,0.01
vanilla,0.75,64,0.0,100,0.2500459093090348,0.006313630044196915,0.3385377881515946,0.0,0.0,0.0
vanilla,0.75,64,1.0,100,0.36601610065674833,0.0051108815280561885,0.4296740494639683,-0.11597019134771347,0.008242730646055428,0.08
vanilla,0.75,64,4.0,100,0.41710949971012035,0.005959244602451073,0.4903625575737588,-0.1670635904010856,0.00916211124807981,0.05
vanilla,0.75,64,16.0,100,0.38937378448292215,0.004405796475207696,0.4455718837077415,-0.13932787517388726,0.0077584346762453365,0.05
vanilla,0.75,64,64.0,100,0.38218000210499103,0.0024166695119506405,0.41383778762151546,-0.13213409279595628,0.00662858322220785,0.04
vanilla,0.75,64,256.0,100,0.44316152074077186,0.0006543376517147239,0.4512653695477443,-0.19311561143173697,0.006391438018982789,0.01
vanilla,0.75,64,1024.0,100,0.6038254395397158,5.770975100317158e-5,0.6045427212750961,-0.35377953023068104,0.006315560189474633,0.0
vanilla,0.75,64,4096.0,100,0.6650951691444255,1.3337688508580537e-5,0.6652682812246532,-0.41504925983539037,0.006313514492348382,0.0
vanilla,1.0,4,0.0,100,0.6067276195405562,0.010570236304360641,0.744443135980723,0.0,0.0,0.0
vanilla,1.0,4,1.0,100,0.6879546356341028,0.0073588238221924274,0.7933746452461733,-0.08122701609354646,0.013011695800286207,0.28
vanilla,1.0,4,4.0,100,0.5818453940583708,0.003999749414254844,0.6395151448874337,0.024882225482185483,0.010810105662793055,0.57
vanilla,1.0,4,16.0,100,0.6838700326535287,0.00032940308471552423,0.6874428726850155,-0.07714241311297239,0.010552893349300384,0.23
vanilla,1.0,4,64.0,100,0.8763406749775648,0.00011321405595761145,0.8778763356774613,-0.26961305543700864,0.010560704671709938,0.01
vanilla,1.0,4,256.0,100,0.9409011934044517,3.20876708439419e-5,0.9413776261638839,-0.3341735738638956,0.010567611727077323,0.0
vanilla,1.0,4,1024.0,100,0.9579565505356329,7.763706215695334e-6,0.9580729101457905,-0.3512289309950766,0.010569683809475391,0.0
vanilla,1.0,4,4096.0,100,0.9622709033512256,1.4441598879899415e-6,0.9622897246520803,-0.35554328381066935,0.010570202678784548,0.0
vanilla,1.0,16,0.0,100,0.428157145358121,0.0095989206400056,0.5415729431066814,0.0,0.0,0.0
vanilla,1.0,16,1.0,100,0.5162827954877198,0.005578748450176681,0.5809722542317043,-0.08812565012959879,0.011219894588601358,0.24
vanilla,1.0,16,4.0,100,0.45499992266153344,0.003585348716050899,0.5107308295978349,-0.026842777303412443,0.010556919969312527,0.37
vanilla,1.0,16,16.0,100,0.5059775241142715,0.0022732741388267067,0.536030473307952,-0.0778203787561505,0.009575953370583127,0.22
vanilla,1.0,16,64.0,100,0.6802951122439934,0.00031468687956211975,0.6833971608399527,-0.2521379668858724,0.009554659635473693,0.01
vanilla,1.0,16,256.0,100,0.8739934064959048,4.675210752218189e-5,0.8744201036282616,-0.44583626113778385,0.009592955599232086,0.0
vanilla,1.0,16,1024.0,100,0.9403400000054037,1.19372317044048e-5,0.9404689257411196,-0.5121828546472827,0.009598111591733582,0.0
vanilla,1.0,16,4096.0,100,0.9578293913850412,3.4718923298057293e-6,0.957873779950514,-0.5296722460269202,0.009598448882502221,0.0
vanilla,1.0,64,0.0,100,0.2500459093090348,0.006313630044196915,0.3385377881515946,0.0,0.0,0.0
vanilla,1.0,64,1.0,100,0.3974624162203233,0.004837061538899275,0.45595491636653906,-0.1474165069112884,0.007806616683947974,0.03
vanilla,1.0,64,4.0,100,0.4113852593736606,0.0036216959488651556,0.4531385648894262,-0.16133935006462574,0.006774759342189221,0.01
vanilla,1.0,64,16.0,100,0.4029401119136709,0.0047598340303294465,0.4634566782254096,-0.1528942026046361,0.007395611820548019,0.03
vanilla,1.0,64,64.0,100,0.4928817690354513,0.0026714083251945285,0.5255920126308424,-0.24283585972641647,0.007027902014659521,0.0
vanilla,1.0,64,256.0,100,0.6815339534193515,0.0003656380844398961,0.6867555826100786,-0.4314880441103168,0.0063422376140751455,0.0
vanilla,1.0,64,1024.0,100,0.8735629611363365,3.6641896733871136e-5,0.8739755434884605,-0.6235170518273015,0.006310021989923741,0.0
vanilla,1.0,64,4096.0,100,0.9400802206508182,5.2013113463340714e-6,0.9401414091253505,-0.6900343113417833,0.0063126145724056145,0.0
