solver,response_p1_reward,response_p1_stderr,response_p2_reward,response_p2_stderr,summed_ppo_response_utility,summed_ppo_response_utility_stderr,half_summed_ppo_response_utility,half_summed_ppo_response_utility_stderr,informative_nonnegative
zero_oracle,17.563140603529053,0.971943696848543,-15.820666481660162,0.6903565318337438,1.7424741218688915,1.1921689019971655,0.8712370609344458,0.5960844509985828,true
value_oracle,14.198307365712068,0.7302053003450726,-14.557231309088644,0.48591119107322245,-0.35892394337657585,0.8771028823702698,-0.17946197168828792,0.4385514411851349,false
full_solver,14.319680808981303,0.7039413974361871,-13.89552609710317,0.46595473054154335,0.42415471187813303,0.8441844004353872,0.21207735593906651,0.4220922002176936,true
