regret_scale,runs_per_orientation,total_rollouts,seat_balanced_regret_reward,approximate_stderr,approximate_z,approximate_ci95_lower,approximate_ci95_upper
1.0,500,1000,0.018042392488154396,0.01532487225484714,1.1773274313883906,-0.011994357131345997,0.04807914210765479
2.5,500,1000,0.03834177935279476,0.015021750637531335,2.552417509647585,0.008899148103233341,0.06778441060235618
10.0,500,1000,0.04666475427109776,0.01585076712950225,2.944006046511336,0.015597250697273347,0.07773225784492217
25.0,500,1000,0.027779582112200996,0.015540233710179537,1.7875910124829169,-0.002679275959750895,0.05823844018415289
100.0,500,1000,0.04738899198878921,0.015295029455114281,3.098326297955804,0.017410734256765217,0.0773672497208132
