target,br_player,model_iter,checkpoint,cleanrl_rev,ppo_name,total_timesteps,num_envs,num_steps,max_steps,tree_queries,max_depth,transfer_weight,transfer_tau,br_reward,br_stderr_reward,p1_reward,p2_reward,attacker_goal_rate,tagged_rate,timeout_rate,mean_steps,model_path
oos_transfer,1,1221,/Users/tyler/code/MatrixAlphaZero/experiments/dubin/dubin-2026-06-21/models_smoos/oracle1221.jld2,fd574765ecd9d34eb48fb475403a2add26fe61c6,br_p1__vs_oos_transfer_p2,500000,4,128,50,1000,5,0.1,111.11111111111111,0.3533166554097964,0.03761532554351885,0.3533166554097964,-0.3533166554097964,0.8,0.13,0.07,16.71,experiments/dubin/dubin-2026-06-21/ppo_best_response_results_transfer1/oos_transfer/p1/ppo_br_actor_critic.jld2
oos_transfer,2,1221,/Users/tyler/code/MatrixAlphaZero/experiments/dubin/dubin-2026-06-21/models_smoos/oracle1221.jld2,fd574765ecd9d34eb48fb475403a2add26fe61c6,br_p2__vs_oos_transfer_p1,500000,4,128,50,1000,5,0.1,111.11111111111111,0.651909477185016,0.011510954104045915,-0.651909477185016,0.651909477185016,0.01,0.99,0.0,9.06,experiments/dubin/dubin-2026-06-21/ppo_best_response_results_transfer1/oos_transfer/p2/ppo_br_actor_critic.jld2
