regret_scale,runs_per_orientation,total_rollouts,seat_balanced_regret_reward,approximate_stderr,approximate_z,approximate_ci95_lower,approximate_ci95_upper
5.0,1000,2000,0.05454330056255238,0.011565065368576483,4.716212042411136,0.031875772440142475,0.07721082868496229
