regret_scale,regret_player,value_player,runs,player1_reward,player1_stderr,player2_reward,player2_stderr,regret_only_reward,regret_only_stderr,value_only_reward,value_only_stderr,mean_steps,attacker_goal_rate,tagged_rate,timeout_rate,queries,max_depth,max_steps,search_epsilon,action_epsilon,regret_prior_weight,strategy_prior_weight,statistic_prior_weight,prior_reach_power,backup,elapsed_seconds
5.0,1,2,1000,-0.29345276666356274,0.017279799726090016,0.29345276666356274,0.017279799726090016,-0.29345276666356274,0.017279799726090016,0.29345276666356274,0.017279799726090016,11.958,0.28,0.718,0.002,50,5,50,0.1,0.0,1.0,0.0,0.0,1.0,mean,15.410108333
5.0,2,1,1000,-0.4025393677886675,0.015375677849903329,0.4025393677886675,0.015375677849903329,0.4025393677886675,0.015375677849903329,-0.4025393677886675,0.015375677849903329,11.56,0.186,0.807,0.007,50,5,50,0.1,0.0,1.0,0.0,0.0,1.0,mean,13.200187375
