regret_scale,runs_per_orientation,total_rollouts,seat_balanced_regret_reward,approximate_stderr,approximate_z,approximate_ci95_lower,approximate_ci95_upper
5.0,2000,4000,0.026890037047721776,0.007778122071875252,3.457137442590789,0.011644917786846284,0.042135156308597266
50.0,2000,4000,0.023437588258638148,0.007804948178748562,3.0029140132479535,0.008139889828290966,0.03873528668898533
