iteration,checkpoint,state_mode,samples,root_samples,tree_queries,max_depth,sim_depth,search_epsilon,action_epsilon,backup,value_target,prior_scale,mean_value_prediction,mean_search_backup,residual_mean,residual_stderr,residual_l1,residual_l2,residual_linf,residual_abs_median,residual_abs_p90,residual_abs_p95,root_residual_mean,root_residual_l1,root_residual_l2,root_residual_linf,mean_search_seconds,total_search_seconds
130,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0130.jld2,on_policy,256,21,500,5,50,0.2634114955486802,0.2634114955486802,sample,search,0.0,0.13988175040867645,0.18275605172522755,0.042874301316551046,0.01881408407946312,0.22244773477162724,0.30348063274186854,1.341788902576395,0.15395624711774702,0.48270657623855484,0.6211147263728025,0.07984406935917199,0.07984406935917199,0.08126294160699675,0.10046212471547156,0.018957157619297504,4.853032350540161
140,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0140.jld2,on_policy,256,21,500,5,50,0.26078920255636373,0.26078920255636373,sample,search,0.0,0.17833483031427022,0.146581056716683,-0.03175377359758725,0.0200421860281219,0.22826148125596107,0.32161942329106497,1.3576922186017035,0.15624690436609065,0.43249965919711275,0.6733989536166191,0.11134215375700794,0.11134215375700794,0.11178607315070496,0.12775420894762013,0.019625348970294,5.024089336395264
150,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0150.jld2,on_policy,256,22,500,5,50,0.25819301480491086,0.25819301480491086,sample,search,0.0,0.11266985081601888,0.09217290315308359,-0.020496947662935257,0.019879845760095882,0.21716602658173872,0.31811669723864494,1.7787229034900665,0.1473584009505215,0.4391065673049397,0.557028282408038,0.0816637872942405,0.0816637872942405,0.08275057341481194,0.10440145684207877,0.018673704005777836,4.780468225479126
160,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0160.jld2,on_policy,256,20,500,5,50,0.2556226724135217,0.2556226724135217,sample,search,0.0,0.1610218641362735,0.16103113809398156,9.273957708045644e-6,0.01982916118490291,0.21852893653680372,0.31664631148444744,1.7468581023216248,0.14935942327047838,0.4523025806154233,0.6428139294236146,0.07558911226240973,0.07558911226240973,0.07674080570451265,0.10465631548161189,0.01909675356000662,4.888768911361694
170,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0170.jld2,on_policy,256,27,500,5,50,0.25307791808854085,0.25307791808854085,sample,search,0.0,0.07540177349437727,0.08551175905572371,0.010109985561346468,0.017216993358717167,0.19182870803763674,0.2751191581626931,1.1015962160948864,0.13458865161853067,0.4164683637056879,0.5391469773750723,0.05679681003675369,0.05679681003675369,0.05784786756742266,0.0764992427208193,0.020350786857306957,5.209801435470581
180,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0180.jld2,on_policy,256,16,500,5,50,0.25055849709770184,0.25055849709770184,sample,search,0.0,0.10624761387589388,0.10091955142939861,-0.005328062446495275,0.016804228370535332,0.19038333890163026,0.26839489840038944,1.1939092291295528,0.14015549213488648,0.4413824945377547,0.5364166847099479,0.009859609486544598,0.018440945954635905,0.02056365687337612,0.038384153463140815,0.018986557610332966,4.860558748245239
190,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0190.jld2,on_policy,256,23,500,5,50,0.2480641572446288,0.2480641572446288,sample,search,0.0,0.021287651237798855,0.0008797932968616602,-0.020407857940937187,0.018397528254539,0.20165951412094316,0.29449293262192294,1.760137422060915,0.15916548358132615,0.43220823080713316,0.5543817227782075,0.00024454309353370114,0.009130233954537974,0.01188950093617718,0.03197143620512914,0.018660400062799454,4.77706241607666
200,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0200.jld2,on_policy,256,23,500,5,50,0.24559464884359067,0.24559464884359067,sample,search,0.0,0.07951463267818326,0.09640623744873368,0.016891604770550413,0.015072517764810844,0.17551563574026344,0.24128080780122524,1.00944055933401,0.12717141285260375,0.41430889445521724,0.4949006667129646,0.0016968056413447744,0.013188600855924857,0.0162958056757019,0.034603728400722955,0.00741975475102663,1.8994572162628174
210,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0210.jld2,on_policy,256,22,500,5,50,0.24314972469450788,0.24314972469450788,sample,search,0.0,0.10793104102776852,0.12024055928241759,0.012309518254649057,0.015078671255374662,0.16095539751311871,0.24110150887274714,0.9706241740890189,0.1056404689319469,0.3952455561458192,0.520315402616463,-0.02064416196198213,0.02139725171602265,0.024761331158175026,0.05596469257213414,0.008012551814317703,2.051213264465332
220,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0220.jld2,on_policy,256,18,500,5,50,0.2407291400582073,0.2407291400582073,sample,search,0.0,0.07347564463270828,0.07981090613432369,0.006335261501615414,0.016343277804601285,0.18254661769268574,0.26105809992198864,1.1968716077456967,0.12178219052923804,0.39619274974946195,0.5553071240568763,-0.03034376834572499,0.030571651330940877,0.03369152315375158,0.054197775449297714,0.008349227719008923,2.137402296066284
230,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0230.jld2,on_policy,256,22,500,5,50,0.23833265263192355,0.23833265263192355,sample,search,0.0,0.021438835639855824,0.01047911541860002,-0.010959720221255801,0.015357095577070526,0.15549458740015407,0.24547792880616454,1.3521520354588843,0.08365239916155559,0.36485771520796273,0.5319824953228235,-0.015262103892625471,0.016704732540001134,0.02004226244428219,0.0355994267944339,0.008033566176891327,2.0565929412841797
240,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0240.jld2,on_policy,256,16,500,5,50,0.2359600225250443,0.2359600225250443,sample,search,0.0,0.10610001171880867,0.0908138334147358,-0.015286178304072875,0.01604473984207819,0.16706269266230803,0.25666954392786184,1.503141691858272,0.09826724042872845,0.4120416818120661,0.5323156051998708,-0.01743710242014472,0.01895589332368071,0.022272674065570156,0.04395907076057625,0.007627595216035843,1.9526643753051758
250,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0250.jld2,on_policy,256,23,500,5,50,0.23361101223509695,0.23361101223509695,sample,search,0.0,-0.0545932933819131,-0.0839368936129557,-0.029343600231042613,0.014554043459480737,0.15518488867535987,0.2342545475219959,1.1853773669600487,0.09113877531112335,0.3632407618667466,0.4668910594324464,-0.037435705059240876,0.037435705059240876,0.04090972454549357,0.07503537647850723,0.007911956869065762,2.025460958480835
260,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0260.jld2,on_policy,256,22,500,5,50,0.2312853866239746,0.2312853866239746,sample,search,0.0,-0.023215944929688703,-0.046207682736733244,-0.022991737807044544,0.012319337317861273,0.12595930202937863,0.19806304136551187,1.0969867984056472,0.07134389040823137,0.3209940340160164,0.39787014704560564,-0.040048032669024486,0.040048032669024486,0.04384971489609851,0.07829500553182192,0.008061523549258709,2.0637500286102295
270,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0270.jld2,on_policy,256,24,500,5,50,0.22898291289439823,0.22898291289439823,sample,search,0.0,-0.029780033386487048,-0.05192536237194563,-0.022145328985458606,0.01452028977734036,0.1465798997808636,0.23292555350679667,1.3366871380209924,0.08084907438450256,0.3336154886470489,0.44686232447624197,-0.027736555489685896,0.028469225994098523,0.033117362509186316,0.056111368204302944,0.008128486573696136,2.080892562866211
280,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0280.jld2,on_policy,256,23,500,5,50,0.22670336056661372,0.22670336056661372,sample,search,0.0,0.02075767019414343,0.0470989402324485,0.026341270038305078,0.012743584136879746,0.13900258508439525,0.20519647013029454,0.8559769199587886,0.07807184079118623,0.36999295592826037,0.4451848162660339,-0.023284083506564354,0.023284083506564354,0.02614831081399903,0.04501677224117698,0.0077990032732486725,1.9965448379516602
290,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0290.jld2,on_policy,256,24,500,5,50,0.22444650145532044,0.22444650145532044,sample,search,0.0,-0.013802576060697902,-0.021457074786445013,-0.007654498725747126,0.014479941828892118,0.1348642722103625,0.23135279071065443,1.2326571197807787,0.0673013061141988,0.30145091576386085,0.521625074430702,0.015517576204492725,0.020698173040811247,0.02619638661316127,0.06447228291982512,0.007994323968887329,2.0465469360351562
300,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0300.jld2,on_policy,256,18,500,5,50,0.22221210964682978,0.22221210964682978,sample,search,0.0,0.006974089301365893,-0.00880927305790643,-0.015783362359272322,0.012874668098089629,0.14620803669857224,0.20619691942300117,0.904183890952039,0.09976488421999699,0.334506236454273,0.4079851197477359,-0.015806763344821693,0.021377423297724654,0.02462477239601856,0.04381100847697793,0.008786092512309551,2.249239683151245
310,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0310.jld2,on_policy,256,27,500,5,50,0.21999996147645098,0.21999996147645098,sample,search,0.0,-0.08590454137447523,-0.09985065277979555,-0.013946111405320307,0.013444004183690371,0.1226460378192206,0.21513603228784353,1.2904364683628082,0.06461345973960846,0.28517733778111315,0.39703449689117387,0.0036834625277479215,0.014793845221892553,0.01846978770391595,0.0459189271762126,0.010928347706794739,2.797657012939453
320,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0320.jld2,on_policy,256,27,500,5,50,0.2178098355061022,0.2178098355061022,sample,search,0.0,-0.06946355223772116,-0.13145798458764366,-0.06199443234992251,0.01444862018713675,0.14157937258044556,0.23890956259008073,1.445048008263111,0.07722113555165556,0.3153420564150135,0.48801639961725585,0.0001368617056873351,0.012206728491512362,0.014231079653590868,0.029368688032473042,0.010101999156177044,2.5861117839813232
330,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0330.jld2,on_policy,256,16,500,5,50,0.2156415125021439,0.2156415125021439,sample,search,0.0,-0.019477206384181045,-0.033035814007932325,-0.013558607623751282,0.012400262581578022,0.130579051543882,0.19847996479286337,1.3333482502698897,0.09090003942271337,0.28961988789596754,0.40623940026677363,-0.006980385406717868,0.013360282751797358,0.016201414719128664,0.03290854730972845,0.01093218382447958,2.7986390590667725
340,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0340.jld2,on_policy,256,22,500,5,50,0.21349477541343395,0.21349477541343395,sample,search,0.0,0.07171517899405444,0.053029168140239794,-0.01868601085381465,0.014380243972412507,0.1556935095119598,0.2303930950824828,0.99476940109714,0.10047395102946152,0.3625666561327934,0.4699986965028408,0.0007149188312298479,0.012151140154275824,0.015338256942415158,0.03305962565022464,0.010960887186229229,2.8059871196746826
350,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0350.jld2,on_policy,256,21,500,5,50,0.2113694093496003,0.2113694093496003,sample,search,0.0,0.08647279758588411,0.0600838037063433,-0.026388993879540787,0.01376777940808568,0.14356572552310606,0.22143187486120872,1.1911300821858548,0.09427216967290716,0.314155363747509,0.39663468153092307,-0.005953039744073587,0.013043577509555027,0.015126803681280335,0.031259604092196705,0.010804148390889168,2.765861988067627
360,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0360.jld2,on_policy,256,20,500,5,50,0.20926520155953027,0.20926520155953027,sample,search,0.0,0.011436392051109578,0.05009456737902088,0.0386581753279113,0.013659580854698835,0.15382435408710968,0.22152519618957014,0.8748066546931786,0.09534146874847359,0.3621046546609594,0.4443667438577489,0.008699320400352649,0.018572457642378172,0.023757214595479404,0.06134642185398865,0.010878094471991062,2.784792184829712
370,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0370.jld2,on_policy,256,21,500,5,50,0.20718194141007398,0.20718194141007398,sample,search,0.0,-0.130062647156592,-0.1291036568995559,0.0009589902570360646,0.011720476753642198,0.1348847155069642,0.18716346163753012,0.6735396069288254,0.09253651451497077,0.31787965828768144,0.386319477592739,0.008575676003279221,0.015964967346550264,0.01760551776119362,0.03857707662093188,0.011861390434205532,3.036515951156616
380,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0380.jld2,on_policy,256,23,500,5,50,0.20511942036495975,0.20511942036495975,sample,search,0.0,0.053337346435000654,0.06285076246279193,0.009513416027791264,0.011554727458295019,0.12285334223013683,0.18475929036604477,0.9238331261704864,0.07478115778646562,0.33581741145369903,0.4167993433276679,-0.0014353201582238382,0.011247095261181174,0.015063064580958426,0.04497879209580101,0.010271857492625713,2.6295955181121826
390,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0390.jld2,on_policy,256,21,500,5,50,0.20307743196391956,0.20307743196391956,sample,search,0.0,-0.1026138506422285,-0.12423126099685583,-0.021617410354627317,0.012061437772835344,0.13196260691591136,0.193815051332901,0.8359107213115701,0.08753359505246071,0.30513265045060733,0.45666737193746904,-0.003313137166814777,0.01865543274630494,0.02213384281810697,0.03829371271569379,0.010605487041175365,2.7150046825408936
400,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0400.jld2,on_policy,256,21,500,5,50,0.20105577180202203,0.20105577180202203,sample,search,0.0,-0.030619010838563554,-0.027640505738375912,0.002978505100187657,0.014079595448361511,0.14383182681291548,0.22485283749590534,1.5180693560220748,0.08498907860818715,0.34211855778701933,0.4682222429863952,-0.014107667954488609,0.017900403912754142,0.021577539683537334,0.041571342024880664,0.009872728027403355,2.527418375015259
410,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0410.jld2,on_policy,256,18,500,5,50,0.1990542375092114,0.1990542375092114,sample,search,0.0,-0.1320736346169724,-0.11281601288027374,0.019257621736698687,0.012164185135644944,0.1279427165414631,0.195198726938949,0.981915117019035,0.07516745828404958,0.31458872748518824,0.4235042147565806,0.005140767594979117,0.01888240910575438,0.02233157474492775,0.04257950943941699,0.011146023869514465,2.853382110595703
420,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0420.jld2,on_policy,256,19,500,5,50,0.19707262873004994,0.19707262873004994,sample,search,0.0,-0.10594426404713886,-0.10618067288245905,-0.0002364088353201824,0.012899981489914005,0.13113476093642812,0.20599632062580395,1.2016273900270462,0.07219907837263695,0.309582577186058,0.3807847529700854,0.009032506832678857,0.017435553189186045,0.020814336979753007,0.04418864600122508,0.010759853757917881,2.7545225620269775
430,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0430.jld2,on_policy,256,20,500,5,50,0.1951107471036625,0.1951107471036625,sample,search,0.0,-0.1635867475561099,-0.1811964726435185,-0.01760972508740858,0.010369855635877024,0.11424157577421909,0.16652702010313933,0.7386762694331607,0.07413797235621777,0.2690731215330151,0.38411946046869044,0.013773552075880411,0.018121879812990294,0.02207347304799997,0.05077270410897602,0.011205260641872883,2.868546724319458
440,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0440.jld2,on_policy,256,27,500,5,50,0.19316839624388,0.19316839624388,sample,search,0.0,-0.017152108754089568,-0.002554680762662648,0.014597427991426921,0.011749624140237332,0.1223512611643604,0.18819343798432803,0.8806424601854344,0.07748915831889432,0.2641817645963731,0.4524133734877721,0.01851822062318784,0.01993837993352833,0.023995961379436076,0.05035540329322129,0.010120694525539875,2.590897798538208
450,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0450.jld2,on_policy,256,19,500,5,50,0.19124538171958133,0.19124538171958133,sample,search,0.0,-0.11704898639436578,-0.10907360048102534,0.007975385913340453,0.011996380248309057,0.12886201144403228,0.1917327756052202,1.0269086140566286,0.08853479890616647,0.31638501731628665,0.41724255596226834,-0.012375511219123994,0.017861936394895285,0.021722564720089165,0.038108605897207784,0.011041439138352871,2.826608419418335
460,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0460.jld2,on_policy,256,22,500,5,50,0.18934151103523048,0.18934151103523048,sample,search,0.0,-0.1780764533104957,-0.15966256198536116,0.01841389132513451,0.013222856182956894,0.12005366250351147,0.21195346760716136,1.2311895064048675,0.054646963057783965,0.3143725742552552,0.5244105410433153,-0.008404011133460362,0.0207998015962038,0.023934152527690426,0.04188630849523607,0.010541814379394054,2.698704481124878
470,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0470.jld2,on_policy,256,21,500,5,50,0.18745659361160744,0.18745659361160744,sample,search,0.0,-0.08070048521767603,-0.09079700913965341,-0.010096523921977374,0.010901984928171961,0.12023282874305624,0.17438327045820554,0.6647642565837439,0.07444250111374245,0.2969958344619392,0.3968140726160193,0.002165528270910897,0.024579190888072932,0.029626890237420073,0.07718016422957769,0.01110211294144392,2.8421409130096436
480,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0480.jld2,on_policy,256,20,500,5,50,0.1855904407667314,0.1855904407667314,sample,search,0.0,0.07294679890037514,0.09053998438163952,0.01759318548126437,0.011103794595378082,0.12638413020116201,0.17818404825221246,0.7398643395245914,0.08607523192641497,0.30356595685320475,0.3796691818495961,-0.0042671612287903836,0.01684247925091405,0.02081595892663797,0.038544424849223755,0.010859133675694466,2.779938220977783
490,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0490.jld2,on_policy,256,20,500,5,50,0.18374286569697293,0.18374286569697293,sample,search,0.0,-0.017397808624082245,0.006659251485065118,0.02405706010914736,0.011071718080235106,0.11651607663197268,0.17843035660836246,0.996322120346129,0.07196422881090818,0.27189866729087053,0.3586245660897702,-0.0073093882964894216,0.019135342271116244,0.023023743632675762,0.05492245758951214,0.010948415845632553,2.8027944564819336
500,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0500.jld2,on_policy,256,17,500,5,50,0.18191368345835543,0.18191368345835543,sample,search,0.0,-0.14046033558406634,-0.16025938119859728,-0.019799045614530882,0.01178714712036342,0.1197270487274907,0.18926408983931592,1.5079275339841842,0.07727643416468537,0.24885592295863576,0.3477280087613214,-0.0018051568874780707,0.02288122923735152,0.025866866340622303,0.051337314659224205,0.007581307552754879,1.940814733505249
510,/home/tbecker/code/MatrixAlphaZero.jl/experiments/dubin/dubin-2026-07-20/models_rm_plus_no_transfer_train/oracle0510.jld2,on_policy,256,26,500,5,50,0.18010271094804153,0.18010271094804153,sample,search,0.0,-0.17685949024598813,-0.20059922626908083,-0.02373973602309264,0.012057439257633097,0.11540280768398323,0.19399985731072497,1.5497759855210784,0.07042386729580993,0.2825151937051286,0.4186287640155698,-0.0006544154284470466,0.018622939633452625,0.022236872926525767,0.05979640723172569,0.007606834173202515,1.9473495483398438
