method,online_updates,prior_mass,trial,seed,p1_value_vs_br_p2,br_p1_value_vs_p2,exploitability,root_p1_action_1,root_p1_action_2,root_p1_action_3,root_p2_action_1,root_p2_action_2,root_p2_action_3
vanilla,16,4.0,28,20420742,-0.3458178489122451,0.1608703575497645,0.5066882064620096,0.99951171875,0.000244140625,0.000244140625,0.9996434843060997,1.985934103314022e-5,0.0003366563528669814
vanilla,16,16.0,28,20420742,-0.22898260799315454,-0.0007519187326823105,0.2282306892604722,0.998779296875,0.0006103515625,0.0006103515625,0.9991087107652498,4.964835258285056e-5,0.0008416408821674538
vanilla,16,64.0,28,20420742,-0.17184535349116578,-0.07859303201558483,0.09325232147558095,0.998046875,0.0009765625,0.0009765625,0.9985739372243996,7.94373641325609e-5,0.0013466254114679263
vanilla,16,256.0,28,20420742,-0.14788017903713416,-0.11832065891548565,0.029559520121648503,0.9977022058823529,0.0011488970588235295,0.0011488970588235295,0.998322279087529,9.345572250889518e-5,0.0015842651899622663
vanilla,16,1024.0,28,20420742,-0.14332133435855687,-0.12419611220672826,0.019125222151828616,0.9975961538461539,0.001201923076923077,0.001201923076923077,0.9982448458146457,9.776906354776726e-5,0.0016573851218066784
vanilla,16,4096.0,28,20420742,-0.14393069418238216,-0.12609703092973523,0.01783366325264693,0.997568093385214,0.0012159533073929961,0.0012159533073929961,0.9982243576334937,9.891033666311085e-5,0.0016767320298433322
vanilla,16,0.0,29,20420743,-0.272581159443243,0.06632699324758487,0.33890815269082786,0.6066366933069254,0.021634615510904197,0.37172869118217045,0.7083333333333334,0.14583333333333334,0.14583333333333334
vanilla,16,1.0,29,20420743,-0.33793199058042106,0.12130553009397443,0.4592375206743955,0.9998563878676471,7.180606617647059e-5,7.180606617647059e-5,0.9998951424429705,5.840982656805947e-6,9.901657437264161e-5
vanilla,16,4.0,29,20420743,-0.21467984937972198,0.08580823116489972,0.3004880805446217,0.99951171875,0.000244140625,0.000244140625,0.9996434843060997,1.985934103314022e-5,0.0003366563528669814
vanilla,16,16.0,29,20420743,-0.22039641209223415,0.06473767206490237,0.28513408415713654,0.998779296875,0.0006103515625,0.0006103515625,0.9991087107652498,4.964835258285056e-5,0.0008416408821674538
vanilla,16,64.0,29,20420743,-0.18319575137190622,-0.09110203592706027,0.09209371544484594,0.998046875,0.0009765625,0.0009765625,0.9985739372243996,7.94373641325609e-5,0.0013466254114679263
vanilla,16,256.0,29,20420743,-0.1439687087743071,-0.11322855993359653,0.030740148840710566,0.9977022058823529,0.0011488970588235295,0.0011488970588235295,0.998322279087529,9.345572250889518e-5,0.0015842651899622663
vanilla,16,1024.0,29,20420743,-0.14252102362998104,-0.1245467232840078,0.017974300345973235,0.9975961538461539,0.001201923076923077,0.001201923076923077,0.9982448458146457,9.776906354776726e-5,0.0016573851218066784
