solver,response_p1_reward,response_p1_stderr,response_p2_reward,response_p2_stderr,response_utility_sum,response_utility_sum_stderr
zero_oracle,0.22481064683608898,0.05053744895414865,0.27521772434743785,0.035008667009326686,0.5000283711835268,0.06147878099444636
value_oracle,-0.5416848823121524,0.02090393571437983,0.04114690588011242,0.052436040480024385,-0.50053797643204,0.05644920610224453
full_solver,-0.5785102678118134,0.03988300511651351,-0.27354706883643426,0.052512328235830956,-0.8520573366482476,0.06594087286252354
