regret_scale,runs_per_orientation,total_rollouts,seat_balanced_regret_reward,approximate_stderr,approximate_z,approximate_ci95_lower,approximate_ci95_upper
5.0,1000,2000,0.03162353675576135,0.011007336864168873,2.872950755118835,0.010049156501990359,0.053197917009532344
50.0,1000,2000,0.05162410769485992,0.010511529218311604,4.911189097484329,0.03102151042696918,0.07222670496275066
