solver,response_p1_reward,response_p1_stderr,response_p2_reward,response_p2_stderr,summed_ppo_response_utility,summed_ppo_response_utility_stderr,half_summed_ppo_response_utility,half_summed_ppo_response_utility_stderr,informative_nonnegative
zero_oracle,22.906694696464356,1.8975886144958547,-8.219675098725306,0.9494165154930694,14.68701959773905,2.121846900639935,7.343509798869525,1.0609234503199676,true
value_oracle,10.397363223164886,0.7726115101399675,-6.45434396863231,1.132121929840156,3.943019254532576,1.3706307342336082,1.971509627266288,0.6853153671168041,true
full_solver,10.398722618765612,0.7393420861520122,-6.760141335062925,1.0877579686174663,3.6385812837026874,1.3152353852624277,1.8192906418513437,0.6576176926312138,true
