search_name,target,br_player,model_iter,checkpoint,cleanrl_rev,ppo_name,total_timesteps,num_envs,num_steps,max_steps,tree_queries,max_depth,transfer_weight,transfer_tau,br_reward,br_stderr_reward,p1_reward,p2_reward,attacker_goal_rate,tagged_rate,timeout_rate,mean_steps,model_path
regret_matching,oos_value,1,1221,/Users/tyler/code/MatrixAlphaZero/experiments/dubin/dubin-2026-07-02/models_regret_matching/oracle1221.jld2,fd574765ecd9d34eb48fb475403a2add26fe61c6,br_p1__vs_oos_value_p2,500000,4,128,50,1000,5,0.1,0.0,-0.18781144320617052,0.07003918473834761,-0.18781144320617052,0.18781144320617052,0.4,0.6,0.0,7.65,/Users/tyler/code/MatrixAlphaZero/experiments/dubin/dubin-2026-07-02/ppo_best_response_results/regret_matching/oos_value/p1/ppo_br_actor_critic.jld2
regret_matching,oos_value,2,1221,/Users/tyler/code/MatrixAlphaZero/experiments/dubin/dubin-2026-07-02/models_regret_matching/oracle1221.jld2,fd574765ecd9d34eb48fb475403a2add26fe61c6,br_p2__vs_oos_value_p1,500000,4,128,50,1000,5,0.1,0.0,0.055520138607889846,0.0588387638361661,-0.055520138607889846,0.055520138607889846,0.57,0.43,0.0,13.58,/Users/tyler/code/MatrixAlphaZero/experiments/dubin/dubin-2026-07-02/ppo_best_response_results/regret_matching/oos_value/p2/ppo_br_actor_critic.jld2
