regret_scale,runs_per_orientation,total_rollouts,seat_balanced_regret_reward,approximate_stderr,approximate_z,approximate_ci95_lower,approximate_ci95_upper
2.5,1000,2000,0.07015273169867395,0.011594522295346642,6.050506429818943,0.047427467999794526,0.09287799539755337
