regret_scale,regret_player,value_player,runs,player1_reward,player1_stderr,player2_reward,player2_stderr,regret_only_reward,regret_only_stderr,value_only_reward,value_only_stderr,mean_steps,attacker_goal_rate,tagged_rate,timeout_rate,queries,max_depth,max_steps,search_epsilon,action_epsilon,regret_prior_weight,strategy_prior_weight,statistic_prior_weight,prior_reach_power,backup,elapsed_seconds
5.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2,2,3,0.1,0.0,1.0,0.0,0.0,1.0,mean,1.554948834
5.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2,2,3,0.1,0.0,1.0,0.0,0.0,1.0,mean,0.000443334
