p1_solver,p2_zero_oracle,p2_value_oracle,p2_full_solver
zero_oracle,0.01435030403084111,0.006736305288274042,0.006179611724112216
value_oracle,0.011214072800937515,0.01748126373395203,0.01580477515238945
full_solver,0.011537800427756905,0.017322013053222503,0.015384558843200495
