action_1,action_2,action_3
0.0,0.0,0.0
-0.021685769811551205,0.001443453223792446,0.05151389836885041
0.0,0.0,0.0
0.021215162897517244,0.02341095711886306,0.05151389836885041
-0.006648179705908927,0.008880848532812678,0.11919925364722989
0.0,0.0,0.0
-0.00855602410096062,0.025756949184425205,0.025756949184425205
0.025756949184425205,-0.029477682240793758,0.025756949184425205
0.01541342885077531,-0.004951161728603765,0.05151389836885041
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.05151389836885041,-0.06377214991672135,0.023573822058710947
0.0,0.0,0.0
0.05151389836885041,-0.09469746401283843,0.014633214181705687
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.025756949184425205,0.025756949184425205,-0.008568876614158364
0.0,0.0,0.0
0.025756949184425205,-0.040584371668300125,0.025756949184425205
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.05151389836885041,0.008727262939611326,-0.005120434199788952
-0.04738163687793931,0.025756949184425205,0.025756949184425205
0.0,0.0,0.0
-0.07279002276788403,-0.029415617299883845,0.05067219624182563
-0.009503494635431355,0.05428635854887307,0.0630853858969116
0.0,0.0,0.0
0.0,0.0,0.0
-0.030926012223654573,0.025756949184425205,0.025756949184425205
0.0,0.0,0.0
0.0,0.0,0.0
-0.024975173211310285,0.016486312924037044,0.05151389836885041
0.017824989076527048,0.025047893000221956,0.06833555643467422
0.025756949184425205,-0.010081122723249304,0.025756949184425205
0.0,0.0,0.0
0.05151389836885041,0.009316985745834262,0.02130035624708681
0.05151389836885041,0.023752403745508573,-0.02884374860552142
0.0,0.0,0.0
0.0,0.0,0.0
0.025756949184425205,-0.3001528777796542,0.025756949184425205
-0.0023345615776155623,0.025756949184425205,0.025756949184425205
0.0289420937816807,0.08333580778902638,-0.01679550394950517
0.025756949184425205,-0.04577180106224771,0.025756949184425205
0.0,0.0,0.0
0.025756949184425205,-0.039209982726373487,0.025756949184425205
0.0,0.0,0.0
0.0,0.0,0.0
0.017587837007334156,0.048830994849244504,0.03542000044267659
0.05151389836885041,-0.025790577175120646,0.01229398083373556
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.025756949184425205,-0.020832342293884396,0.025756949184425205
0.05151389836885041,-0.0512699012007333,0.00579055363068831
0.10138991986191477,-0.03442304964679502,-0.04609304360153744
0.05151389836885041,0.015743153800959288,-0.018564789886316328
0.025756949184425205,-0.006392135651813717,0.025756949184425205
0.025756949184425205,0.025756949184425205,-0.0005989988182424467
0.0,0.0,0.0
0.03784580716779102,0.0175238667171794,-0.03219914462434223
-0.027316641981787883,0.025756949184425205,0.025756949184425205
-0.03392316759854496,0.025756949184425205,0.025756949184425205
0.07585236764918936,0.03773700761843619,0.07670643384046313
0.025756949184425205,0.025756949184425205,-0.07529547422925263
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.025756949184425205,0.025756949184425205,-0.006625644004488406
-0.00038195415566911757,-0.0698037869537165,0.10302779673770082
0.025756949184425205,-0.01591653924936208,0.025756949184425205
0.025756949184425205,-0.0007199285727387801,0.025756949184425205
0.024845198770817232,0.05151389836885041,0.005544907117045794
0.0,0.0,0.0
0.0,0.0,0.0
0.025756949184425205,0.025756949184425205,-0.08868474084616981
0.011977696175642902,0.05151389836885041,-0.02657433912716195
0.07727084755327562,-0.13560678809222165,0.029890453749350603
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.05151389836885041,-0.06066281614572896,0.05151389836885041
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.0017462338430118782,0.025756949184425205,0.025756949184425205
0.025756949184425205,-0.017371888145060296,0.025756949184425205
-0.017567141579947477,0.021990263480911446,0.05151389836885041
0.05151389836885041,-0.05465618133606856,0.012708504852296014
0.025756949184425205,-0.007699474486743813,0.025756949184425205
0.0,0.0,0.0
0.025756949184425205,-0.059857518247781495,0.025756949184425205
0.0,0.0,0.0
0.0,0.0,0.0
-0.037643259911493455,0.013080494496304714,0.05151389836885041
