regret_scale,runs_per_orientation,total_rollouts,seat_balanced_regret_reward,approximate_stderr,approximate_z,approximate_ci95_lower,approximate_ci95_upper
5.0,3000,6000,0.02846787028373496,0.006351250005716031,4.4822468424505875,0.01601942027253154,0.04091632029493838
50.0,3000,6000,0.03283309473737869,0.0062773862799918876,5.230376668395994,0.020529417628594594,0.04513677184616279
