action_1,action_2,action_3
13.407748419693123,-27.29769455367675,13.918710456598319
13.138223735103209,-11.147354612249739,14.02165491632007
18.039269135711123,-9.713047463460427,11.466231660086539
14.60421701507856,-13.862860917461077,8.845932699635226
19.40072995039882,-47.047025381753,8.110459608749188
18.149654625887813,-5.638607568319946,17.27326989606054
14.325358859608142,-22.295267680159203,11.98564782843078
8.741263952287829,-3.1871244201384132,11.815878310585564
1.455859563702604,-23.89813532836409,8.292828676467769
10.842349496585406,-8.720089094919492,15.245630483698227
2.430618146690852,-12.774688399991192,16.30285786840411
14.666436118503608,-2.1858874590131614,15.252120598651825
2.6299260081553073,-16.821753010278613,8.006362027055726
14.821219569654817,-19.277237797165213,9.579602768747554
19.675008122484762,-40.6980654402679,6.727323420834577
10.774743815668558,-7.152690217101776,11.80541152434103
12.746707019132717,-20.9608219573086,10.806380626585803
15.227211975160778,-37.97555272052373,12.9788394817471
1.9380245593126804,-22.35122815177207,13.315244965964684
11.574621398117628,-12.340321386182868,19.422148852938847
16.719945179356642,-29.41920118448988,5.769718320475317
6.99455540194271,-16.721495748204326,16.689166630882006
11.153851098807912,-18.04093056857049,-8.055223383562938
12.771642664205727,-5.425385987166968,3.508452734912492
-2.7614204350852103,-2.893042065912826,14.56336193263851
5.32067918622565,1.1666431826015702,13.379501747272208
8.640416242433743,-37.54566268429787,10.604276378168565
11.59326238502073,-12.903437816077938,2.911231486320769
5.308410867833136,-14.318221486267772,10.790073724338924
11.75345869488265,-48.15575039019084,14.485785968049768
7.504136618976297,-33.64618059172727,12.702947051364593
7.30228426791487,-8.932287329506094,15.25549642605095
14.117213674352408,-15.899481563399432,3.728702465863396
13.959886766294266,-19.36363245496915,4.953679089401581
10.172993977490107,-11.669825482128893,13.593820767247891
10.73668139194523,-26.080114312963886,14.262914607370687
8.059287721040787,-11.26421010248774,13.085190643514961
-5.030142635110126,-22.090295580995498,11.629923482120644
10.948153869911197,-0.6120318366519562,18.15389721606125
8.146874428076385,-20.0210183345683,11.83089085029622
9.753615522103022,-2.3751250862788873,7.527160190157513
5.202242203517248,-15.681125492885807,3.7998442396620784
12.962041112750054,-27.084898760275394,9.839022255783494
9.336399864571677,-5.212171279567098,10.70803738219979
11.962656872411856,-34.373122868264225,9.331902478257176
0.31636345184998294,-52.0910626766373,17.893972742597942
-11.939416239341108,-37.348587123719355,10.548789363873144
9.882110152305444,-20.453369723672402,7.288372483401692
14.747852564276574,-23.33280335907729,13.340778263930176
11.97177117170655,-23.49712555737347,13.776168498878393
11.628894594439576,-15.98367855435395,10.808187353888977
9.18454142270678,-12.335571370790655,8.966640225048655
-8.003209890117379,-10.529374488344555,9.379765295183807
9.492735616720216,-27.584454650744245,10.255936718585403
4.378979723434962,-4.159089578915739,5.943562101870008
10.374801788816638,-3.4890230896951233,11.014937184555313
8.765135748157368,-3.5490991309315296,8.09326585481641
13.644384899100706,-26.129813303293744,9.738011599836492
3.086137861017047,-8.502339255070991,9.858286143033865
-2.7154836476026105,-11.632306464822152,7.6715841938735245
9.12522959425694,-22.30779178075691,5.520270341918033
4.094234745225513,-1.4302785503226771,1.1542105650212728
6.231311798984817,-5.85560002192279,6.712920190348148
13.83594689869764,-27.45887194925181,14.434367747495118
6.577822866116486,-27.89571900472361,1.868469418549204
11.869510170356516,-18.00399708654944,5.475401289317163
-2.8237075780591203,-10.8912356327879,5.891460544827436
12.258945687799672,-49.095202520531465,9.068218003540014
13.097383118978655,-7.067982469782359,6.944801730492471
14.80915676582598,-22.779546912557652,7.479475765071978
10.86813013627415,-18.778993796505777,3.734853711760595
10.98580573622153,-29.652478362615835,15.454554169255038
16.979632191246544,-4.84849533408675,4.798604146004914
7.7628361736837626,-25.227257247526534,6.729702332963925
10.06041993018988,-17.428768910878194,9.037170892556333
-2.0058438572879713,-35.400659554851856,17.716234311831197
7.9285369037030335,-20.12482618115045,14.992198007162845
17.057275815110547,-25.054080345910478,7.4175653779740935
5.770186791780418,-9.415358077933634,7.291563811068871
9.986042399499317,-16.303510240302266,14.134663997820951
14.394510858270019,-19.134361668844534,6.744689291912905
13.193068902828077,-56.06611558127215,0.5074276621156681
15.382784211788566,-17.42591755832894,15.410907669694195
14.245468373114857,-18.102043169754243,2.701084595868814
-1.039234550535326,-26.916563783702657,13.884605595115259
5.087520547288253,-25.144537881789855,9.823829476029287
19.72668227027798,-29.22077479857357,17.42386160661754
13.668019899343497,-4.631949550448638,-1.6754193319092416
20.845764071894912,-27.474523357142434,17.09690900350566
6.329450176753605,-14.153843916090727,10.929746135808667
10.299479293779065,-29.95434586629258,13.214956722640018
10.321513753630153,-12.551997307103823,-2.9027115453574655
15.378399876113273,-26.171704702799563,-4.088717557965725
-0.7852649407532196,-10.150348261708107,9.572780968310699
-1.8368793246425124,-8.799332599290665,6.825349770147672
6.244402860402274,-18.622403053690654,13.547979356630892
15.318116308150074,-27.823371918931283,11.271728030280913
3.135709086437875,-2.6320505899695816,12.031652215567057
16.239077766564012,-5.5973591316059075,6.0384305901927
4.97791135595872,-25.053749641426283,7.539271420954904
